order_id,customer_id,customer_name,customer_email,product_name,category,region,state,quantity,unit_price,discount_rate,net_revenue,payment_method,order_date,delivery_days,returned,salesperson_id,year,month,quarter,day_of_week,gross_revenue,comparison
ORD-117453,CUST-02886,Anthony Garrett,reynoldssarah@example.org,Data Science Book,Books,Kaduna,Kaduna,3,3300.0,0.0,9900.0,Cash,2022-02-01,4,No,SP-028,2022,February,1,Tuesday,9900.0,True
ORD-117454,CUST-18157,Tyler Gonzales,cynthiabarnes@example.com,Hair Dye,Health & Beauty,Kano,Kano,20,11000.0,0.0,220000.0,Cash,2023-05-27,7,No,SP-027,2023,May,2,Saturday,220000.0,True
ORD-117455,CUST-05113,Brittney Sanchez,daniel42@example.org,Children Book,Books,Enugu,Enugu,2,6000.0,0.05,11400.0,Cash,2021-09-01,14,No,SP-021,2021,September,3,Wednesday,12000.0,False
ORD-117456,CUST-01481,Deanna Travis,fwalters@example.org,LEGO Set,Toys,Kano,Kano,11,9100.0,0.1,90090.0,POS,2021-09-16,1,No,SP-004,2021,September,3,Thursday,100100.0,False
ORD-117457,CUST-16030,Matthew Schultz,juliewarren@example.com,Kettle,Home & Kitchen,Benin City,Benin City,14,31500.0,0.0,441000.0,Card,2023-09-06,8,No,SP-026,2023,September,3,Wednesday,441000.0,True
ORD-117458,CUST-19043,Jasmine Stewart,suttonbrandon@example.com,Pillow Set,Home & Kitchen,Kaduna,Kaduna,14,17900.0,0.15,213010.0,Online,2023-01-11,12,No,SP-043,2023,January,1,Wednesday,250600.0,False
ORD-117459,CUST-14518,Theresa Rodriguez,dfarmer@example.net,Jacket,Clothing,Kaduna,Kaduna,20,19700.0,0.2,315200.0,Online,2023-02-07,4,No,SP-015,2023,February,1,Tuesday,394000.0,False
ORD-117460,CUST-12308,Keith Hoover,ronald24@example.net,Sneakers,Clothing,Lagos,Lagos,11,10800.0,0.0,118800.0,POS,2021-10-11,5,No,SP-015,2021,October,4,Monday,118800.0,True
ORD-117461,CUST-13669,David Gonzalez,pamelabenson@example.org,Cornflakes,Food & Beverage,Abuja,Abuja,8,4700.0,0.1,33840.0,USSD,2021-03-10,1,No,SP-031,2021,March,1,Wednesday,37600.0,False
ORD-117462,CUST-11535,Richard Sims,zfrye@example.org,Smart TV,Electronics,Ibadan,Ibadan,11,83000.0,0.0,913000.0,Transfer,2022-02-22,9,Yes,SP-006,2022,February,1,Tuesday,913000.0,True
ORD-117463,CUST-11615,Ellen Lozano,griffinvanessa@example.net,T-Shirt,Clothing,Abuja,Abuja,14,6500.0,0.2,72800.0,Online,2021-12-06,2,No,SP-037,2021,December,4,Monday,91000.0,False
ORD-117464,CUST-08206,Danielle Fritz DDS,fdavis@example.com,Smartphone,Electronics,Enugu,Enugu,15,64400.0,0.05,917700.0,Transfer,2021-07-07,10,No,SP-018,2021,July,3,Wednesday,966000.0,False
ORD-117465,CUST-09430,Pamela Fletcher,erica91@example.com,Self-Help,Books,Benin City,Benin City,12,5600.0,0.05,63840.0,POS,2021-12-03,4,No,SP-015,2021,December,4,Friday,67200.0,False
ORD-117466,CUST-17912,Patrick Morris,lnelson@example.com,Laptop,Electronics,Kano,Kano,18,101700.0,0.0,1830600.0,Cash,2023-10-26,10,Yes,SP-023,2023,October,4,Thursday,1830600.0,True
ORD-117467,CUST-03494,Jennifer Wilkerson,hbecker@example.net,Olive Oil,Food & Beverage,Enugu,Enugu,6,2400.0,0.0,14400.0,POS,2023-09-13,7,No,SP-016,2023,September,3,Wednesday,14400.0,True
ORD-117468,CUST-13353,Mikayla Aguilar,lcole@example.com,Bicycle Helmet,Sports,Abuja,Abuja,3,23900.0,0.0,71700.0,Cash,2023-03-26,2,No,SP-026,2023,March,1,Sunday,71700.0,True
ORD-117469,CUST-14973,Christine Brown,kjackson@example.net,Olive Oil,Food & Beverage,Kano,Kano,14,6000.0,0.2,67200.0,POS,2021-11-13,3,No,SP-047,2021,November,4,Saturday,84000.0,False
ORD-117470,CUST-04350,Anthony Gray,lorithompson@example.com,Business,Books,Kaduna,Kaduna,10,3100.0,0.15,26350.0,Online,2022-05-11,14,No,SP-034,2022,May,2,Wednesday,31000.0,False
ORD-117471,CUST-07078,Richard Acosta,clayton06@example.org,Smart TV,Electronics,Ibadan,Ibadan,17,107300.0,0.0,1824100.0,POS,2021-07-26,5,No,SP-036,2021,July,3,Monday,1824100.0,True
ORD-117472,CUST-09563,Alejandro Lopez PhD,sharon26@example.org,Puzzle,Toys,Ibadan,Ibadan,6,5200.0,0.15,26520.0,USSD,2023-10-20,8,No,SP-016,2023,October,4,Friday,31200.0,False
ORD-117473,CUST-02868,Daniel Butler,davisjoan@example.com,Toaster,Home & Kitchen,Kaduna,Kaduna,2,25400.0,0.0,50800.0,Cash,2022-05-03,1,No,SP-036,2022,May,2,Tuesday,50800.0,True
ORD-117474,CUST-11590,Thomas Jones,zlopez@example.com,Coffee Beans,Food & Beverage,Lagos,Lagos,5,4400.0,0.0,22000.0,USSD,2023-03-01,1,No,SP-013,2023,March,1,Wednesday,22000.0,True
ORD-117475,CUST-03085,Jessica Solis,fburton@example.net,LEGO Set,Toys,Kaduna,Kaduna,11,13200.0,0.2,116160.0,Cash,2022-09-04,7,No,SP-044,2022,September,3,Sunday,145200.0,False
ORD-117476,CUST-06831,Susan Stephenson,romerochelsea@example.net,Doll,Toys,Port Harcourt,Port Harcourt,4,9100.0,0.0,36400.0,POS,2023-05-03,3,No,SP-020,2023,May,2,Wednesday,36400.0,True
ORD-117477,CUST-07470,Kevin Butler,patrickfleming@example.net,Hair Dye,Health & Beauty,Benin City,Benin City,20,10400.0,0.15,176800.0,Cash,2021-04-28,3,No,SP-010,2021,April,2,Wednesday,208000.0,False
ORD-117478,CUST-09830,Stephanie Bowman,bonnie91@example.net,Headphones,Electronics,Lagos,Lagos,20,102700.0,0.15,1745900.0,Cash,2022-05-07,14,No,SP-044,2022,May,2,Saturday,2054000.0,False
ORD-117479,CUST-15003,Sharon Martinez,pjohnson@example.com,Children Book,Books,Enugu,Enugu,8,3500.0,0.15,23800.0,POS,2021-04-14,4,Yes,SP-011,2021,April,2,Wednesday,28000.0,False
ORD-117480,CUST-15493,Jimmy Gonzalez,fwilliams@example.org,Sunscreen,Health & Beauty,Enugu,Enugu,19,6100.0,0.2,92720.0,Cash,2022-03-16,2,Yes,SP-006,2022,March,1,Wednesday,115900.0,False
ORD-117481,CUST-13348,Michael Crawford,christysnyder@example.org,Board Game,Toys,Kano,Kano,17,11700.0,0.2,159120.0,Transfer,2022-07-26,13,No,SP-038,2022,July,3,Tuesday,198900.0,False
ORD-117482,CUST-05192,Sandra Morales,fieldsrobert@example.net,Dress,Clothing,Ibadan,Ibadan,11,9800.0,0.15,91630.0,USSD,2022-02-14,9,No,SP-014,2022,February,1,Monday,107800.0,False
ORD-117483,CUST-11837,Jaime Rodriguez,mark04@example.com,Dumbbells,Sports,Ibadan,Ibadan,8,27700.0,0.0,221600.0,Card,2023-03-15,1,No,SP-028,2023,March,1,Wednesday,221600.0,True
ORD-117484,CUST-10579,Michael Mcdonald,htaylor@example.org,Cookbook,Books,Enugu,Enugu,15,5000.0,0.0,75000.0,Cash,2021-11-04,6,No,SP-036,2021,November,4,Thursday,75000.0,True
ORD-117485,CUST-07558,Susan Donaldson,morgankeith@example.net,Hoodie,Clothing,Lagos,Lagos,13,16800.0,0.0,218400.0,Online,2023-02-16,1,No,SP-014,2023,February,1,Thursday,218400.0,True
ORD-117486,CUST-01109,Brandon Jones,rshaw@example.org,Coffee Beans,Food & Beverage,Benin City,Benin City,10,7200.0,0.2,57600.0,Transfer,2022-04-19,10,No,SP-031,2022,April,2,Tuesday,72000.0,False
ORD-117487,CUST-18345,Lauren Henderson,eric71@example.com,Coffee Beans,Food & Beverage,Abuja,Abuja,9,6100.0,0.0,54900.0,Online,2023-02-02,12,No,SP-016,2023,February,1,Thursday,54900.0,True
ORD-117488,CUST-13763,Drew Taylor,johnfox@example.com,Charger,Electronics,Benin City,Benin City,18,117100.0,0.1,1897020.0,Transfer,2022-03-24,4,No,SP-014,2022,March,1,Thursday,2107800.0,False
ORD-117489,CUST-07001,Elizabeth Suarez,tracy85@example.org,Frying Pan,Home & Kitchen,Benin City,Benin City,1,34200.0,0.15,29070.0,POS,2023-03-08,6,No,SP-035,2023,March,1,Wednesday,34200.0,False
ORD-117490,CUST-15562,Andrea Berry,nicholas45@example.org,Cornflakes,Food & Beverage,Ibadan,Ibadan,7,2400.0,0.0,16800.0,Online,2023-08-21,10,No,SP-043,2023,August,3,Monday,16800.0,True
ORD-117491,CUST-18447,Christopher Pierce,ztran@example.com,Running Shoes,Sports,Ibadan,Ibadan,17,22300.0,0.0,379100.0,POS,2021-03-05,4,No,SP-018,2021,March,1,Friday,379100.0,True
ORD-117492,CUST-04810,Kenneth Brown,robinbrown@example.net,Olive Oil,Food & Beverage,Port Harcourt,Port Harcourt,4,7200.0,0.15,24480.0,Transfer,2023-02-26,13,No,SP-006,2023,February,1,Sunday,28800.0,False
ORD-117493,CUST-17383,Angela Martinez,joshua02@example.net,Science Fiction,Books,Kaduna,Kaduna,5,4300.0,0.05,20425.0,USSD,2021-08-30,4,Yes,SP-035,2021,August,3,Monday,21500.0,False
ORD-117494,CUST-12609,John Brown,smatthews@example.com,Data Science Book,Books,Lagos,Lagos,15,4800.0,0.0,72000.0,Online,2021-02-01,8,No,SP-001,2021,February,1,Monday,72000.0,True
ORD-117495,CUST-15456,Kent Hawkins,gsnyder@example.net,Sneakers,Clothing,Ibadan,Ibadan,7,6100.0,0.0,42700.0,Transfer,2023-07-22,4,No,SP-033,2023,July,3,Saturday,42700.0,True
ORD-117496,CUST-14216,Ryan Paul,herreralouis@example.net,Hoodie,Clothing,Benin City,Benin City,8,14600.0,0.15,99280.0,Card,2022-05-23,8,No,SP-038,2022,May,2,Monday,116800.0,False
ORD-117497,CUST-13666,Scott Serrano,ryansimon@example.org,Board Game,Toys,Kaduna,Kaduna,9,5500.0,0.1,44550.0,POS,2021-07-28,14,No,SP-010,2021,July,3,Wednesday,49500.0,False
ORD-117498,CUST-14513,Stanley Hall,kylemiller@example.com,Stuffed Animal,Toys,Abuja,Abuja,3,4600.0,0.1,12420.0,Card,2023-09-25,9,No,SP-043,2023,September,3,Monday,13800.0,False
ORD-117499,CUST-06800,John Shaw,harmonemily@example.net,Doll,Toys,Abuja,Abuja,5,11900.0,0.0,59500.0,POS,2021-12-03,4,No,SP-026,2021,December,4,Friday,59500.0,True
ORD-117500,CUST-09337,Dr. John King,nchambers@example.org,Headphones,Electronics,Enugu,Enugu,14,107900.0,0.1,1359540.0,Cash,2023-10-18,3,No,SP-033,2023,October,4,Wednesday,1510600.0,False
ORD-117501,CUST-06678,Nicholas Shaw,castanedaerika@example.net,Smart TV,Electronics,Benin City,Benin City,15,61400.0,0.15,782850.0,Transfer,2022-12-06,1,No,SP-046,2022,December,4,Tuesday,921000.0,False
ORD-117502,CUST-05668,Richard Jackson,gutierrezdevin@example.net,Smart TV,Electronics,Lagos,Lagos,17,100200.0,0.1,1533060.0,POS,2022-07-04,7,No,SP-026,2022,July,3,Monday,1703400.0,False
ORD-117503,CUST-02704,Kevin Scott,yolanda40@example.net,Data Science Book,Books,Port Harcourt,Port Harcourt,3,6600.0,0.0,19800.0,Online,2023-02-24,4,No,SP-025,2023,February,1,Friday,19800.0,True
ORD-117504,CUST-16956,Shannon Combs,ashleyclark@example.org,Business,Books,Enugu,Enugu,9,8100.0,0.0,72900.0,Card,2023-04-12,9,Yes,SP-048,2023,April,2,Wednesday,72900.0,True
ORD-117505,CUST-14565,Clinton Barr,mario01@example.com,Tablet,Electronics,Abuja,Abuja,15,59600.0,0.0,894000.0,Online,2022-11-21,2,Yes,SP-047,2022,November,4,Monday,894000.0,True
ORD-117506,CUST-13772,Vanessa Russell,heather47@example.com,Face Cream,Health & Beauty,Kaduna,Kaduna,4,6000.0,0.0,24000.0,Cash,2022-09-03,9,No,SP-048,2022,September,3,Saturday,24000.0,True
ORD-117507,CUST-04200,Timothy Ferguson,lyonswilliam@example.net,Frying Pan,Home & Kitchen,Port Harcourt,Port Harcourt,2,18800.0,0.1,33840.0,Online,2023-01-30,14,No,SP-012,2023,January,1,Monday,37600.0,False
ORD-117508,CUST-06933,Anna Johnson,elizabethburnett@example.org,Body Lotion,Health & Beauty,Ibadan,Ibadan,13,12000.0,0.0,156000.0,USSD,2022-03-17,10,No,SP-036,2022,March,1,Thursday,156000.0,True
ORD-117509,CUST-11373,Justin Williams,moralesdenise@example.org,Sunscreen,Health & Beauty,Benin City,Benin City,6,10200.0,0.0,61200.0,POS,2023-08-05,9,No,SP-046,2023,August,3,Saturday,61200.0,True
ORD-117510,CUST-13161,Kristin Wolfe,sandracross@example.com,Dumbbells,Sports,Lagos,Lagos,20,19600.0,0.0,392000.0,Card,2022-12-05,2,No,SP-019,2022,December,4,Monday,392000.0,True
ORD-117511,CUST-15757,Carl Hutchinson,patricia45@example.org,Cornflakes,Food & Beverage,Ibadan,Ibadan,8,7400.0,0.1,53280.0,POS,2023-12-07,7,No,SP-025,2023,December,4,Thursday,59200.0,False
ORD-117512,CUST-12315,Donald Norris,johnsondanielle@example.com,Smartphone,Electronics,Port Harcourt,Port Harcourt,17,80000.0,0.05,1292000.0,Card,2023-01-09,8,No,SP-018,2023,January,1,Monday,1360000.0,False
ORD-117513,CUST-11090,Robert Stanley,sarahfrazier@example.org,Board Game,Toys,Ibadan,Ibadan,12,13700.0,0.0,164400.0,POS,2023-02-16,11,No,SP-002,2023,February,1,Thursday,164400.0,True
ORD-117514,CUST-01006,Mr. Justin Hardin,xmcmillan@example.net,Science Fiction,Books,Enugu,Enugu,9,7700.0,0.2,55440.0,Card,2021-04-28,12,No,SP-038,2021,April,2,Wednesday,69300.0,False
ORD-117515,CUST-14809,Dr. Dawn Patton DDS,kylewaters@example.com,Hair Dye,Health & Beauty,Enugu,Enugu,20,4100.0,0.2,65600.0,POS,2023-10-13,3,No,SP-036,2023,October,4,Friday,82000.0,False
ORD-117516,CUST-08058,Scott Walters,johnsonjoshua@example.com,Jacket,Clothing,Port Harcourt,Port Harcourt,5,5700.0,0.2,22800.0,USSD,2023-08-20,13,No,SP-013,2023,August,3,Sunday,28500.0,False
ORD-117517,CUST-19765,Julie Best,annettenelson@example.net,Charger,Electronics,Kano,Kano,20,73200.0,0.0,1464000.0,Cash,2021-01-20,10,No,SP-005,2021,January,1,Wednesday,1464000.0,True
ORD-117518,CUST-04552,Nicole Torres,bgreene@example.com,Coffee Beans,Food & Beverage,Enugu,Enugu,15,6500.0,0.05,92625.0,Card,2022-01-11,11,No,SP-032,2022,January,1,Tuesday,97500.0,False
ORD-117519,CUST-08905,Alexandra Steele,dthomas@example.org,Science Fiction,Books,Abuja,Abuja,18,3900.0,0.0,70200.0,Transfer,2022-08-29,1,No,SP-001,2022,August,3,Monday,70200.0,True
ORD-117520,CUST-02209,Maria Duffy,taylorwalsh@example.com,Sunscreen,Health & Beauty,Lagos,Lagos,4,3500.0,0.2,11200.0,Card,2022-04-02,10,No,SP-007,2022,April,2,Saturday,14000.0,False
ORD-117521,CUST-04839,Michael Smith,angel44@example.org,Blender,Home & Kitchen,Kaduna,Kaduna,20,13000.0,0.05,247000.0,Card,2021-06-26,11,No,SP-048,2021,June,2,Saturday,260000.0,False
ORD-117522,CUST-03290,Barbara Chang,vedwards@example.org,Jump Rope,Sports,Port Harcourt,Port Harcourt,12,17100.0,0.2,164160.0,Card,2021-06-25,1,No,SP-049,2021,June,2,Friday,205200.0,False
ORD-117523,CUST-07660,Mr. John Lowe,nhicks@example.net,Smart TV,Electronics,Benin City,Benin City,18,59400.0,0.0,1069200.0,Cash,2021-11-12,4,No,SP-050,2021,November,4,Friday,1069200.0,True
ORD-117524,CUST-03057,Linda Crawford,shawnjackson@example.com,Toaster,Home & Kitchen,Lagos,Lagos,2,35400.0,0.05,67260.0,Transfer,2023-12-11,2,No,SP-028,2023,December,4,Monday,70800.0,False
ORD-117525,CUST-18865,Shannon Ashley,bwells@example.net,Rice (5kg),Food & Beverage,Port Harcourt,Port Harcourt,6,6700.0,0.05,38190.0,USSD,2022-01-15,6,No,SP-028,2022,January,1,Saturday,40200.0,False
ORD-117526,CUST-13892,Andrea Peck,pamela36@example.com,Olive Oil,Food & Beverage,Benin City,Benin City,2,5000.0,0.1,9000.0,Card,2021-11-23,8,No,SP-047,2021,November,4,Tuesday,10000.0,False
ORD-117527,CUST-11863,Kenneth Petty,lisa87@example.net,Action Figure,Toys,Lagos,Lagos,17,12300.0,0.0,209100.0,Card,2023-10-01,5,No,SP-038,2023,October,4,Sunday,209100.0,True
ORD-117528,CUST-11926,Amy Nguyen,tflores@example.net,Dumbbells,Sports,Ibadan,Ibadan,17,18000.0,0.15,260100.0,Online,2021-03-01,5,No,SP-031,2021,March,1,Monday,306000.0,False
ORD-117529,CUST-06671,Jean Webb,jennifercurtis@example.org,Fruit Juice,Food & Beverage,Lagos,Lagos,7,4800.0,0.1,30240.0,USSD,2021-03-05,5,No,SP-044,2021,March,1,Friday,33600.0,False
ORD-117530,CUST-04806,Dawn Scott,richardgibbs@example.net,Headphones,Electronics,Enugu,Enugu,18,44300.0,0.0,797400.0,Transfer,2022-11-07,5,No,SP-048,2022,November,4,Monday,797400.0,True
ORD-117531,CUST-16635,Peter Wood,perezarthur@example.net,Business,Books,Port Harcourt,Port Harcourt,17,7800.0,0.1,119340.0,POS,2023-11-20,11,No,SP-024,2023,November,4,Monday,132600.0,False
ORD-117532,CUST-15567,Thomas Vaughn,kramerrebekah@example.org,Jeans,Clothing,Port Harcourt,Port Harcourt,6,18500.0,0.0,111000.0,POS,2021-04-06,11,No,SP-013,2021,April,2,Tuesday,111000.0,True
ORD-117533,CUST-11557,Jay Gardner,kristenfisher@example.net,Perfume,Health & Beauty,Ibadan,Ibadan,20,6800.0,0.1,122400.0,POS,2021-07-18,9,No,SP-035,2021,July,3,Sunday,136000.0,False
ORD-117534,CUST-04277,Laurie Brown MD,joshua46@example.com,Curtains,Home & Kitchen,Kaduna,Kaduna,15,29400.0,0.15,374850.0,Online,2022-08-13,13,No,SP-020,2022,August,3,Saturday,441000.0,False
ORD-117535,CUST-09213,Nicole Glover,mark57@example.com,Smart TV,Electronics,Abuja,Abuja,19,99100.0,0.0,1882900.0,Card,2023-12-29,2,No,SP-039,2023,December,4,Friday,1882900.0,True
ORD-117536,CUST-07814,Logan Johnson,anna46@example.org,Power Bank,Electronics,Kaduna,Kaduna,13,81600.0,0.15,901680.0,Card,2021-08-09,14,No,SP-022,2021,August,3,Monday,1060800.0,False
ORD-117537,CUST-02748,Nicole Wilson,barellano@example.org,LEGO Set,Toys,Enugu,Enugu,2,6600.0,0.2,10560.0,USSD,2022-11-14,7,Yes,SP-002,2022,November,4,Monday,13200.0,False
ORD-117538,CUST-02222,Heather Nash,david33@example.net,Pasta,Food & Beverage,Kano,Kano,8,3000.0,0.15,20400.0,POS,2023-08-31,13,No,SP-041,2023,August,3,Thursday,24000.0,False
ORD-117539,CUST-18057,Kaitlyn Weaver,hhill@example.com,Art Kit,Toys,Lagos,Lagos,8,4500.0,0.1,32400.0,POS,2023-11-14,14,No,SP-047,2023,November,4,Tuesday,36000.0,False
ORD-117540,CUST-07204,Steven Snyder,margaretsullivan@example.com,Shampoo,Health & Beauty,Kaduna,Kaduna,11,5100.0,0.0,56100.0,Card,2023-07-14,13,No,SP-042,2023,July,3,Friday,56100.0,True
ORD-117541,CUST-18851,Ryan Holland,petersonkevin@example.com,RC Car,Toys,Kano,Kano,14,8800.0,0.2,98560.0,Transfer,2023-11-16,14,No,SP-030,2023,November,4,Thursday,123200.0,False
ORD-117542,CUST-19127,Peter Jones,runderwood@example.net,Art Kit,Toys,Enugu,Enugu,2,9800.0,0.1,17640.0,Card,2023-05-22,4,No,SP-046,2023,May,2,Monday,19600.0,False
ORD-117543,CUST-07486,Victoria Morales,fsullivan@example.org,Jeans,Clothing,Enugu,Enugu,13,14000.0,0.2,145600.0,USSD,2023-02-09,3,No,SP-047,2023,February,1,Thursday,182000.0,False
ORD-117544,CUST-17641,Zachary Smith,miranda20@example.org,Data Science Book,Books,Benin City,Benin City,15,3400.0,0.0,51000.0,Cash,2022-06-26,8,No,SP-029,2022,June,2,Sunday,51000.0,True
ORD-117545,CUST-08554,Jessica King,ymeyer@example.net,Stuffed Animal,Toys,Abuja,Abuja,8,15000.0,0.1,108000.0,Cash,2023-02-12,2,No,SP-015,2023,February,1,Sunday,120000.0,False
ORD-117546,CUST-15489,Michael Smith,erica42@example.com,Olive Oil,Food & Beverage,Kaduna,Kaduna,14,3300.0,0.2,36960.0,USSD,2023-06-28,7,No,SP-020,2023,June,2,Wednesday,46200.0,False
ORD-117547,CUST-05133,Randall Jackson,across@example.org,Stuffed Animal,Toys,Lagos,Lagos,9,10500.0,0.1,85050.0,Cash,2021-10-05,4,Yes,SP-027,2021,October,4,Tuesday,94500.0,False
ORD-117548,CUST-15118,Kevin Savage,jennawhite@example.net,Sneakers,Clothing,Enugu,Enugu,16,8500.0,0.0,136000.0,Cash,2021-02-27,7,No,SP-046,2021,February,1,Saturday,136000.0,True
ORD-117549,CUST-11097,Denise Webb,kadams@example.org,Business,Books,Ibadan,Ibadan,9,5600.0,0.05,47880.0,Cash,2021-10-06,10,Yes,SP-025,2021,October,4,Wednesday,50400.0,False
ORD-117550,CUST-02616,Anna Marquez,wileytracey@example.org,Cookbook,Books,Port Harcourt,Port Harcourt,6,6000.0,0.0,36000.0,POS,2021-08-01,5,No,SP-017,2021,August,3,Sunday,36000.0,True
ORD-117551,CUST-01303,Cody Hamilton,xnavarro@example.com,Shampoo,Health & Beauty,Abuja,Abuja,1,6200.0,0.05,5890.0,POS,2022-12-21,11,Yes,SP-019,2022,December,4,Wednesday,6200.0,False
ORD-117552,CUST-14936,Anthony Lee,tiffanywatson@example.com,Energy Drink,Food & Beverage,Kano,Kano,18,5200.0,0.0,93600.0,Transfer,2022-03-06,11,No,SP-045,2022,March,1,Sunday,93600.0,True
ORD-117553,CUST-01152,April Mckinney,douglasparker@example.org,Toothpaste,Health & Beauty,Kaduna,Kaduna,10,12100.0,0.0,121000.0,USSD,2021-12-24,14,No,SP-001,2021,December,4,Friday,121000.0,True
ORD-117554,CUST-18506,Sara Atkinson,dmurray@example.net,Energy Drink,Food & Beverage,Lagos,Lagos,9,6300.0,0.05,53865.0,Transfer,2021-05-03,2,No,SP-005,2021,May,2,Monday,56700.0,False
ORD-117555,CUST-14411,Jeremy Herring,timothybolton@example.net,Shampoo,Health & Beauty,Benin City,Benin City,3,6900.0,0.0,20700.0,Card,2022-10-17,2,No,SP-047,2022,October,4,Monday,20700.0,True
ORD-117556,CUST-10839,Scott White,devans@example.org,Energy Drink,Food & Beverage,Lagos,Lagos,17,6100.0,0.05,98515.0,Transfer,2021-11-25,4,Yes,SP-023,2021,November,4,Thursday,103700.0,False
ORD-117557,CUST-09808,Michelle Robertson,ksmith@example.com,Tennis Racket,Sports,Kaduna,Kaduna,19,27100.0,0.2,411920.0,USSD,2021-02-01,12,No,SP-022,2021,February,1,Monday,514900.0,False
ORD-117558,CUST-08775,Jose Parker,pateljohn@example.org,LEGO Set,Toys,Lagos,Lagos,5,7800.0,0.05,37050.0,Card,2023-11-13,10,No,SP-050,2023,November,4,Monday,39000.0,False
ORD-117559,CUST-18525,Casey Collins,romerojanet@example.org,Running Shoes,Sports,Ibadan,Ibadan,10,19500.0,0.05,185250.0,Card,2022-09-08,5,No,SP-041,2022,September,3,Thursday,195000.0,False
ORD-117560,CUST-06047,Michael Morris,whorne@example.org,Dumbbells,Sports,Ibadan,Ibadan,10,13000.0,0.1,117000.0,Transfer,2022-11-18,13,No,SP-022,2022,November,4,Friday,130000.0,False
ORD-117561,CUST-16370,Jacob Sparks,james60@example.org,Fiction Novel,Books,Port Harcourt,Port Harcourt,3,7700.0,0.1,20790.0,Transfer,2021-06-30,3,No,SP-009,2021,June,2,Wednesday,23100.0,False
ORD-117562,CUST-10345,Joseph Glover,andreaflores@example.org,Sneakers,Clothing,Port Harcourt,Port Harcourt,11,17100.0,0.1,169290.0,Cash,2022-11-15,5,No,SP-041,2022,November,4,Tuesday,188100.0,False
ORD-117563,CUST-07816,Amy Hardy,gonzalezmichael@example.org,Perfume,Health & Beauty,Kaduna,Kaduna,12,6700.0,0.0,80400.0,Card,2022-07-27,10,No,SP-019,2022,July,3,Wednesday,80400.0,True
ORD-117564,CUST-11915,Tiffany Velez,williamsangela@example.net,Jump Rope,Sports,Enugu,Enugu,8,23900.0,0.1,172080.0,POS,2021-03-10,1,No,SP-033,2021,March,1,Wednesday,191200.0,False
ORD-117565,CUST-02041,Stanley Mayer,nlee@example.org,Action Figure,Toys,Abuja,Abuja,6,8700.0,0.0,52200.0,POS,2022-07-03,3,No,SP-023,2022,July,3,Sunday,52200.0,True
ORD-117566,CUST-14454,Daniel Russo,jonathan09@example.com,Perfume,Health & Beauty,Enugu,Enugu,17,8100.0,0.15,117045.0,Card,2023-12-30,5,No,SP-026,2023,December,4,Saturday,137700.0,False
ORD-117567,CUST-05911,Linda Avila,zmiller@example.org,Yoga Mat,Sports,Ibadan,Ibadan,20,21100.0,0.1,379800.0,Cash,2021-02-16,13,No,SP-024,2021,February,1,Tuesday,422000.0,False
ORD-117568,CUST-08826,Kelly Rodriguez,swansonkeith@example.org,Sandals,Clothing,Kaduna,Kaduna,11,6500.0,0.2,57200.0,Cash,2022-03-21,2,No,SP-023,2022,March,1,Monday,71500.0,False
ORD-117569,CUST-05747,Robin Rangel,karenlozano@example.net,Pasta,Food & Beverage,Abuja,Abuja,20,3900.0,0.2,62400.0,POS,2022-06-23,7,No,SP-048,2022,June,2,Thursday,78000.0,False
ORD-117570,CUST-15360,Stacy Hansen,billyclark@example.org,Tablet,Electronics,Ibadan,Ibadan,11,99100.0,0.15,926585.0,POS,2022-03-30,9,No,SP-010,2022,March,1,Wednesday,1090100.0,False
ORD-117571,CUST-06469,Katie Edwards,williamsjillian@example.com,Dumbbells,Sports,Kano,Kano,9,28400.0,0.15,217260.0,Cash,2022-01-15,1,No,SP-034,2022,January,1,Saturday,255600.0,False
ORD-117572,CUST-10699,Andrew Allison,smithmary@example.com,Camera,Electronics,Kaduna,Kaduna,8,48500.0,0.15,329800.0,Cash,2021-06-04,10,No,SP-042,2021,June,2,Friday,388000.0,False
ORD-117573,CUST-06620,Brian Strickland,timothyhawkins@example.net,Business,Books,Ibadan,Ibadan,7,4500.0,0.15,26775.0,Online,2023-09-30,10,No,SP-050,2023,September,3,Saturday,31500.0,False
ORD-117574,CUST-08375,Alicia Garza,david51@example.org,Sunscreen,Health & Beauty,Enugu,Enugu,5,6000.0,0.0,30000.0,Transfer,2023-01-29,2,No,SP-004,2023,January,1,Sunday,30000.0,True
ORD-117575,CUST-06752,Jason Phillips DDS,hrhodes@example.com,Laptop,Electronics,Kaduna,Kaduna,16,47600.0,0.0,761600.0,Online,2022-12-02,14,No,SP-026,2022,December,4,Friday,761600.0,True
ORD-117576,CUST-13937,Christine Barker,alexander81@example.com,Knife Set,Home & Kitchen,Ibadan,Ibadan,15,21900.0,0.05,312075.0,Card,2023-04-28,10,No,SP-007,2023,April,2,Friday,328500.0,False
ORD-117577,CUST-12770,Christopher Lyons,jenningsbenjamin@example.org,Suit,Clothing,Benin City,Benin City,20,12500.0,0.2,200000.0,Online,2022-11-28,11,No,SP-036,2022,November,4,Monday,250000.0,False
ORD-117578,CUST-19136,David Richardson,sharonblevins@example.com,Toothpaste,Health & Beauty,Kaduna,Kaduna,2,3700.0,0.1,6660.0,POS,2021-11-12,1,No,SP-017,2021,November,4,Friday,7400.0,False
